PlayerID,Player,Pos,Age,Team,G,MP,MinM,PER,TS_perc,X3PAr,FTr,ORB_perc,DRB_perc,TRB_perc,AST_perc,STL_perc,BLK_perc,TOV_perc,USG_perc,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,X2022_23,C,SG,SF,PG,PF
jovicni01,Nikola Jovic,PF,19,MIA,15,204,120,10.7,0.53,0.507,0.275,4.9,13.1,8.8,7.3,1.7,1,11.4,18.9,0,0.3,0.3,0.062,-3.4,0.1,-3.4,-0.1,2239920,0,0,0,0,1
lopezro01,Robin Lopez,C,34,CLE,30,238,240,10.7,0.682,0.054,0.286,9.6,10.3,9.9,7.8,0.2,1.5,24.1,15.6,0.2,0.3,0.4,0.089,-3.4,0,-3.5,-0.1,1836090,1,0,0,0,0
prestja01,Jason Preston,PG,23,LAC,13,122,104,10.7,0.489,0.439,0.049,1.8,18.2,10.1,32.2,0.8,0,19.3,18.6,0,0.1,0.1,0.026,-2.1,-0.5,-2.6,0,1563518,0,0,0,1,0
sochaje01,Jeremy Sochan,PF,19,SAS,48,1242,384,10.7,0.506,0.246,0.202,6.9,14.4,10.5,13.3,1.4,1.5,14.9,18.6,-0.4,0.4,0,0,-2.9,-1.4,-4.3,-0.7,5063520,0,0,0,0,1
willigr01,Grant Williams,PF,24,BOS,58,1616,464,10.7,0.622,0.587,0.257,4.4,14.4,9.5,8.7,1.1,1.2,13.9,12.8,1.7,1.9,3.6,0.108,-1.5,0.7,-0.8,0.5,4306281,0,0,0,0,1
willipa01,Patrick Williams,PF,21,CHI,59,1715,472,10.7,0.569,0.417,0.146,3.8,12.9,8.4,6.2,1.4,2.5,12.9,15.4,0.2,2,2.2,0.062,-1.9,0.3,-1.7,0.1,7775400,0,0,0,0,1
harrijo01,Joe Harris,SG,31,BRK,51,1215,408,10.6,0.616,0.715,0.07,1.9,10.4,6.3,9.1,1,0.9,8.3,14.2,1.2,0.9,2.1,0.084,-0.8,-0.6,-1.4,0.2,18642857,0,1,0,0,0
kenlu01,Luke Kenrd,SG,26,TOT,37,767,296,10.6,0.625,0.63,0.11,1,11.4,6.2,7.4,1.2,0.5,11.6,14.8,0.6,0.7,1.3,0.081,-1.4,0,-1.4,0.1,14415545,0,1,0,0,0
nunnke01,Kendrick Nunn,SG-PG,27,TOT,50,730,400,10.6,0.527,0.492,0.095,1.7,9.7,5.8,12.7,1.2,0.3,11.7,22.4,-0.4,0.5,0.1,0.007,-2.4,-1.6,-4,-0.4,5250000,0,0,0,0,0
princta02,Taurean Prince,SF,28,MIN,37,787,296,10.6,0.623,0.534,0.153,1.6,11,6.4,10.3,1.1,1.6,15.2,16.1,0.5,0.7,1.1,0.068,-1.9,-0.3,-2.2,0,7295000,0,0,1,0,0
brissos01,Oshae Brissett,SF,24,IND,49,786,392,10.5,0.524,0.534,0.402,6.2,17.1,11.6,4.4,1.7,0.9,7.5,14.8,0.3,0.7,1,0.062,-1.9,-0.5,-2.4,-0.1,1846738,0,0,1,0,0
chrisjo01,Josh Christopher,SG,21,HOU,40,406,320,10.5,0.522,0.261,0.23,3,8.9,5.9,14.6,1.9,2.2,17.7,21.9,-0.4,0.2,-0.2,-0.019,-3.5,-1.3,-4.9,-0.3,2372160,0,1,0,0,0
conpa01,Pat Conughton,SG,30,MIL,41,1043,328,10.5,0.536,0.764,0.089,3.6,16.7,10.4,6.8,1.4,0.4,7.1,14.2,0.6,1.4,2,0.092,-1.1,0.4,-0.7,0.3,5728393,0,1,0,0,0
jacksre01,Reggie Jackson,PG,32,LAC,52,1338,416,10.5,0.523,0.43,0.129,1.8,7.8,4.8,20.3,1.4,0.3,15.1,20.8,-0.3,1.1,0.7,0.026,-2.6,-1,-3.6,-0.5,11215260,0,0,0,1,0
kispeco01,Corey Kispert,SF,23,WAS,50,1360,400,10.5,0.641,0.651,0.172,1.7,9,5.5,6.1,1,0.4,9.5,13.1,1.5,0.8,2.3,0.082,-1,-0.8,-1.8,0,3552840,0,0,1,0,0
dosuy01,Ayo Dosunmu,SG,23,CHI,57,1619,456,10.4,0.58,0.33,0.153,2.8,9.1,6,13.5,1.2,1.2,14.3,14.8,0.9,1.5,2.3,0.069,-2.7,0.2,-2.5,-0.2,1563518,0,1,0,0,0
josepco01,Cory Joseph,PG,31,DET,40,633,320,10.4,0.497,0.459,0.215,1.7,7.6,4.6,29.1,1.3,0.7,13.7,14.6,0.4,0.1,0.6,0.043,-2.1,-1.1,-3.2,-0.2,5155500,0,0,0,1,0
knoxke01,Kevin Knox,PF-SF,23,TOT,44,607,352,10.4,0.61,0.648,0.192,3.9,16.8,10.2,3.6,1.1,1.7,13.9,16,0.2,0.3,0.5,0.043,-2.2,-0.9,-3.1,-0.2,3000000,0,0,0,0,0
sharpsh01,Shaedon Sharpe,SG,19,POR,57,1157,456,10.3,0.565,0.423,0.127,4.5,10,7.3,4.6,0.9,1.1,8.5,16.5,0.6,0.5,1.1,0.045,-1.8,-1.9,-3.6,-0.5,6012960,0,1,0,0,0
thybuma01,Matisse Thybulle,SG,25,TOT,51,648,408,10.3,0.544,0.558,0.093,3.8,8.8,6.3,5.3,3.8,2.4,6.9,9.9,0.3,1.1,1.4,0.104,-3.3,3.3,0,0.3,4379527,0,1,0,0,0
dragigo01,Goran Dragic,PG,36,CHI,51,787,408,10.2,0.514,0.428,0.137,1.9,7.9,4.9,24.8,0.7,0.5,15,20.7,-0.2,0.5,0.3,0.02,-2.1,-1.8,-3.9,-0.4,1836090,0,0,0,1,0
grimequ01,Quentin Grimes,SG,22,NYK,49,1479,392,10.2,0.584,0.651,0.178,2.9,9.4,6.1,8.7,1.1,1.3,10.6,13.7,1.5,1.1,2.6,0.085,-1.3,0.3,-1,0.4,2277000,0,1,0,0,0
nesmiaa01,Aaron Nesmith,SF,23,IND,53,1300,424,10.2,0.556,0.533,0.228,3.6,13.2,8.4,7,1.5,1.6,9.5,16.7,0.6,1,1.6,0.057,-2.5,-0.3,-2.8,-0.3,3804360,0,0,1,0,0
bartowi01,Will Barton,SG,32,WAS,40,782,320,10.1,0.505,0.482,0.158,1.5,13.7,7.9,16.6,1.1,1.1,12.9,19.4,-0.3,0.6,0.3,0.02,-1.6,-0.9,-2.5,-0.1,14375000,0,1,0,0,0
smithja05,Jabari Smith Jr.,PF,19,HOU,55,1646,440,10.1,0.503,0.487,0.228,4.7,21,12.8,5.8,0.8,3.1,11,18.5,-0.4,1.1,0.7,0.021,-3.1,-1.1,-4.2,-0.9,8882640,0,0,0,0,1
terryda01,Dalen Terry,SG,20,CHI,23,115,184,10.1,0.441,0.324,0.162,6.9,9.6,8.3,16.4,1.7,3.3,13.1,17.4,-0.1,0.1,0,0.02,-2.6,0.5,-2.1,0,3191400,0,1,0,0,0
hayeski01,Killian Hayes,PG,21,DET,55,1471,440,10,0.448,0.379,0.094,1.4,10.2,5.7,32,2.4,1.1,15.8,20,-1.2,0.8,-0.4,-0.012,-3.3,-0.6,-3.9,-0.7,5837760,0,0,0,1,0
ibakase01,Serge Ibaka,C,33,MIL,16,185,128,10,0.553,0.333,0.241,8.7,15.8,12.4,3,0.5,3.1,15.6,16.1,0,0.3,0.2,0.064,-4.5,0,-4.5,-0.1,1836090,1,0,0,0,0
noelne01,Nerlens Noel,C,28,DET,14,152,112,10,0.465,0.067,0.333,5,22.6,13.5,6.2,4.1,5.2,18.9,11.8,-0.1,0.3,0.1,0.038,-5,2.9,-2.1,0,9240000,1,0,0,0,0
bertada01,Davis Bertans,PF,30,DAL,34,360,272,9.9,0.606,0.874,0.108,1.9,8.7,5.2,4.9,1,0.8,7.2,15.8,0.3,0.2,0.5,0.066,-1,-1.8,-2.8,-0.1,16000000,0,0,0,0,1
hillge01,George Hill,PG,36,TOT,36,678,288,9.9,0.575,0.561,0.348,2.1,8,5.1,17,1.4,0.4,15.1,11.1,0.7,0.8,1.5,0.104,-2.9,1.1,-1.8,0,4000000,0,0,0,1,0
nworajo01,Jordan Nwora,SF,24,TOT,40,623,320,9.9,0.518,0.512,0.206,5,15.3,10.3,8.5,1.1,0.9,13.3,17.7,-0.1,0.8,0.7,0.055,-2.3,-0.5,-2.8,-0.1,3000000,0,0,1,0,0
tateja01,Jae'Sean Tate,SF,27,HOU,20,420,160,9.9,0.509,0.193,0.274,8.3,11.7,10,17.9,1.3,0.9,17.9,18.1,0,0.2,0.1,0.012,-3.9,-1.4,-5.3,-0.4,7065217,0,0,1,0,0
braunch01,Christian Braun,SG,21,DEN,54,834,432,9.8,0.564,0.32,0.191,5.3,12.3,8.9,6.3,1.5,1.2,10.2,12.2,0.5,0.8,1.3,0.077,-2.5,-0.2,-2.6,-0.1,2808600,0,1,0,0,0
wainris01,Ish Wainright,SF,28,PHO,42,653,336,9.8,0.532,0.742,0.132,5.8,9.6,7.7,8.6,2.6,1.8,10.1,12.2,0.4,0.9,1.3,0.095,-2.8,2,-0.8,0.2,,0,0,1,0,0
branhma01,Malaki Branham,SF,19,SAS,45,989,360,9.7,0.536,0.456,0.124,1.6,9.5,5.4,12.1,1.2,0.5,11,17.9,0.1,0.1,0.1,0.006,-2.6,-2,-4.6,-0.6,2925600,0,0,1,0,0
finnedo01,Dorian Finney-Smith,PF,29,TOT,44,1407,352,9.7,0.547,0.688,0.134,6.2,11.8,8.9,6.3,1.4,1.3,10.1,12.8,0.8,1,1.8,0.062,-1.2,-0.4,-1.6,0.2,12402000,0,0,0,0,1
browntr01,Troy Brown Jr.,SF,23,LAL,53,1279,424,9.6,0.562,0.575,0.084,4.1,14.4,9.4,5.7,1.4,0.5,10,12.2,0.6,1.2,1.7,0.065,-2.1,0.4,-1.7,0.1,1836090,0,0,1,0,0
chandke01,Kennedy Chandler,PG,20,MEM,24,221,192,9.6,0.416,0.212,0.167,2.9,11.4,7.1,26.6,2.1,2,18.4,16.1,-0.2,0.3,0.1,0.026,-3.8,1.1,-2.8,0,1200000,0,0,0,1,0
wadede01,Dean Wade,PF,26,CLE,31,671,248,9.6,0.595,0.705,0.174,2.9,17.4,10.2,5.5,1.6,2.1,8.4,10.4,0.5,1.1,1.7,0.119,-2,2.4,0.4,0.4,1930681,0,0,0,0,1
birchkh01,Khem Birch,C,30,TOR,20,162,160,9.5,0.629,0.063,0.156,5.2,12.9,8.8,5.8,1.5,3,19,11.1,0.1,0.1,0.2,0.069,-4.5,0.9,-3.6,-0.1,6667500,1,0,0,0,0
klebima01,Maxi Kleber,C,31,DAL,22,564,176,9.5,0.622,0.625,0.135,3.9,12.6,8.2,5.2,0.6,3.6,10.6,9.9,0.5,0.4,0.9,0.08,-1.6,0.3,-1.3,0.1,9000000,1,0,0,0,0
manntr01,Tre Mann,PG,21,OKC,51,938,408,9.4,0.487,0.53,0.095,2.3,11.1,6.6,11.5,1.7,1,10.5,20.8,-0.7,0.9,0.2,0.009,-3.3,-1,-4.4,-0.6,3046200,0,0,0,1,0
okekech01,Chuma Okeke,SF,24,ORL,19,404,152,9.4,0.504,0.693,0.239,5.9,16,11,8.6,1.3,2.2,9.3,11.5,0.2,0.4,0.6,0.073,-2,0.8,-1.3,0.1,3433320,0,0,1,0,0
robyis01,Isaiah Roby,PF,24,SAS,42,474,336,9.4,0.497,0.387,0.265,4.7,21,12.5,10.7,1.8,1.2,15.2,17.8,-0.4,0.3,-0.1,-0.011,-4,-0.8,-4.7,-0.3,1930681,0,0,0,0,1
winslju01,Justise Winslow,SF,26,POR,29,776,232,9.4,0.466,0.227,0.141,7.4,14.2,10.8,17,1.9,1.3,17,14.3,0,0.6,0.6,0.036,-3.3,0.8,-2.6,-0.1,4097561,0,0,1,0,0
daniedy01,Dyson Daniels,PG,19,NOP,39,778,312,9.3,0.525,0.387,0.187,4,16,10,15.8,2.1,1.2,20.4,11.5,0.1,1,1.1,0.066,-3,1.6,-1.5,0.1,5508600,0,0,0,1,0
mathega01,Garrison Mathews,SG,26,TOT,46,606,368,9.3,0.569,0.912,0.263,1.8,9.6,5.7,5.2,1.8,0.6,8.6,14.2,0.5,0.2,0.8,0.062,-2.3,-0.1,-2.4,-0.1,2000000,0,1,0,0,0
vincega01,Gabe Vincent,PG,26,MIA,45,1183,360,9.3,0.535,0.621,0.166,1.7,8.7,5,14.6,1.8,0.3,13.8,18.1,-0.2,1.3,1.2,0.047,-3.2,0,-3.2,-0.3,1815677,0,0,0,1,0
flynnma01,Malachi Flynn,PG,24,TOR,42,582,336,9.2,0.486,0.558,0.102,2.7,10.3,6.2,14.7,1.4,0.5,8,16.4,0.2,0.4,0.5,0.045,-2.6,-0.8,-3.4,-0.2,2145720,0,0,0,1,0
mcgruro01,Rodney McGruder,SG,31,DET,21,217,168,9.2,0.55,0.719,0.193,5.5,9,7.2,9,1.1,0,10.2,13.4,0.2,0,0.2,0.042,-0.9,-1.4,-2.4,0,1836090,0,1,0,0,0
onealro01,Royce O'Neale,SF,29,BRK,55,1837,440,9.2,0.547,0.692,0.1,2.4,13.3,8.1,15,1.2,1.8,16,13.3,0.4,1.7,2.1,0.056,-1.4,0.2,-1.2,0.4,9200000,0,0,1,0,0
korkmfu01,Furkan Korkmaz,SG,25,PHI,25,255,200,9.1,0.523,0.449,0.372,2.8,10.5,6.7,9.9,1.2,1.1,14.2,18.5,-0.1,0.2,0.1,0.019,-3.3,-1.2,-4.4,-0.1,5000000,0,1,0,0,0
moodymo01,Moses Moody,SG,20,GSW,44,627,352,9.1,0.571,0.622,0.227,3.6,9.2,6.4,8.3,1.1,0.7,12.5,14.5,0.2,0.4,0.7,0.051,-2.2,-1.1,-3.3,-0.2,3740160,0,1,0,0,0
brookdi01,Dillon Brooks,SF,27,MEM,52,1585,416,9,0.483,0.406,0.159,2.1,9.2,5.6,11.8,1.3,0.6,9.1,22.6,-0.8,1.7,0.9,0.028,-3.9,-0.6,-4.5,-1,11400000,0,0,1,0,0
pritcpa01,Payton Pritchard,PG,25,BOS,42,536,336,9,0.518,0.622,0.067,4.4,8.3,6.4,11.8,1.3,0.2,13.1,18.7,-0.2,0.5,0.3,0.031,-3,-1.1,-4.1,-0.3,2239200,0,0,0,1,0
holidaa01,Aaron Holiday,PG,26,ATL,50,725,400,8.9,0.529,0.401,0.15,3.1,6.8,4.9,11.2,1.8,1.2,12.7,13.3,0.2,0.6,0.7,0.049,-3.1,0.7,-2.4,-0.1,1836090,0,0,0,1,0
rosste01,Terrence Ross,SG,31,TOT,43,969,344,8.9,0.537,0.532,0.07,1.3,9.1,5.2,8.7,1.3,0.8,10.2,16.2,-0.1,0.7,0.6,0.031,-2.5,-0.6,-3,-0.2,11500000,0,1,0,0,0
stevela01,Lamar Stevens,PF,25,CLE,42,739,336,8.9,0.53,0.332,0.189,3.7,16,9.9,3.9,1,1.7,8.9,13.7,0.1,1.1,1.1,0.073,-3.2,0.3,-2.9,-0.2,1782621,0,0,0,0,1
gayru01,Rudy Gay,PF,36,UTA,44,645,352,8.8,0.472,0.457,0.167,4.8,17,10.9,8.6,1.2,1.7,11,16.5,-0.2,0.5,0.3,0.02,-3.6,-0.3,-3.9,-0.3,6184500,0,0,0,0,1
inglejo01,Joe Ingles,SF,35,MIL,25,563,200,8.8,0.532,0.793,0.093,1.5,11.4,6.6,18.7,1.2,0.4,16.6,13,0.2,0.7,0.9,0.077,-2.6,0.4,-2.2,0,6479000,0,0,1,0,0
martico01,Cody Martin,SF,27,CHO,7,134,56,8.8,0.448,0.389,0.194,6.1,13.1,9.5,10.8,1.4,0.7,4.9,12.8,0,0.1,0.1,0.04,-3.7,-1,-4.7,-0.1,7000000,0,0,1,0,0
mitchda01,Davion Mitchell,PG,24,SAC,56,999,448,8.8,0.534,0.47,0.089,1.4,7.2,4.3,15.4,1.3,0.9,13.6,14.5,0.2,0.6,0.8,0.039,-2.8,-0.5,-3.3,-0.3,4833600,0,0,0,1,0
taylote01,Terry Taylor,PF,23,IND,26,228,208,8.8,0.507,0.277,0.108,10.6,8.2,9.4,6.1,0.6,1.9,11.7,14.2,0,0.1,0.1,0.028,-3.5,-1.8,-5.3,-0.2,1563518,0,0,0,0,1
agbajoc01,Ochai Agbaji,SG,22,UTA,37,557,296,8.7,0.617,0.6,0.123,4.8,7.4,6.1,4.2,0.4,0.6,7.4,11.2,0.7,0.1,0.8,0.069,-1.5,-1.4,-2.9,-0.1,3918360,0,1,0,0,0
nembhan01,Andrew Nembhard,SG,23,IND,53,1435,424,8.7,0.517,0.456,0.075,2.1,9.2,5.6,20.9,1.8,0.6,18,14.7,-0.2,0.9,0.7,0.023,-3.1,-0.1,-3.2,-0.4,2244111,0,1,0,0,0
dellama01,Matthew Dellavedova,PG,32,SAC,24,146,192,8.6,0.482,0.469,0.156,0.8,5.5,3.2,27.8,2,0,19,12.4,0.1,0.1,0.2,0.054,-2.7,-0.1,-2.8,0,1836090,0,0,0,1,0
duartch01,Chris Duarte,SF,25,IND,36,694,288,8.6,0.49,0.529,0.253,2.4,11.6,7,10.6,1.2,1,10.2,19.5,-0.4,0.4,0,0,-2.9,-1.5,-4.4,-0.4,3936960,0,0,1,0,0
highsha01,Haywood Highsmith,SF,26,MIA,43,847,344,8.6,0.521,0.524,0.128,6,16.5,11,5,1.9,1.8,15,12.1,-0.2,1.2,1,0.058,-3.7,1,-2.7,-0.2,1752638,0,0,1,0,0
beaucma01,MarJon Beauchamp,SF,22,MIL,38,563,304,8.5,0.512,0.587,0.144,6.5,10,8.3,6.4,1.5,0.6,14.4,18.6,-0.3,0.7,0.4,0.033,-4,-0.5,-4.5,-0.4,2485200,0,0,1,0,0
beverpa01,Patrick Beverley,PG,34,LAL,45,1211,360,8.4,0.548,0.656,0.207,2.2,9.9,6.2,12,1.6,1.7,13.8,10.6,0.5,1.1,1.6,0.064,-3.3,1.2,-2,0,13000000,0,0,0,1,0
houseda01,Danuel House Jr.,SF,29,PHI,37,546,296,8.4,0.589,0.6,0.333,1.7,12.1,7,6.2,0.7,1.2,10.4,12.5,0.3,0.5,0.8,0.069,-2.8,-0.6,-3.4,-0.2,4105000,0,0,1,0,0
pinsoth01,Theo Pinson,SG,27,DAL,32,232,256,8.4,0.501,0.712,0.186,4,15.1,9.4,16.7,0.6,0.4,12.4,14.3,0.1,0.1,0.2,0.05,-2.7,-1.4,-4.1,-0.1,1836090,0,1,0,0,0
ryanma01,Matt Ryan,SF,25,TOT,32,303,256,8.4,0.543,0.776,0.112,1.5,7.4,4.5,6.6,0.8,0.3,5.9,16.7,0.1,0.2,0.3,0.043,-1.7,-1.6,-3.3,-0.1,,0,0,1,0,0
diengou01,Ousmane Dieng,SF,19,OKC,19,284,152,8.3,0.499,0.584,0.065,3,15.8,9.3,11.7,0.8,1.9,13.2,13.4,0,0.3,0.2,0.038,-3.3,-0.2,-3.5,-0.1,4569840,0,0,1,0,0
fournev01,Evan Fournier,SG,30,NYK,23,414,184,8.2,0.49,0.675,0.139,1,10.7,5.9,11.7,1.7,0.7,10.6,18.6,-0.1,0.4,0.3,0.032,-3.2,0.1,-3,-0.1,18000000,0,1,0,0,0
lel01,Alex Len,C,29,SAC,13,46,104,8.1,0.553,0.1,0.4,10.1,27.2,18.8,13.8,0,0,25.4,14.7,0,0,0,0.041,-5.7,-0.3,-6,0,3918600,1,0,0,0,0
riverau01,Austin Rivers,SG,30,MIN,46,955,368,8.1,0.593,0.591,0.181,0.5,8.6,4.7,9.2,1.4,0.3,9.5,10.3,0.7,0.7,1.4,0.072,-2.9,0.5,-2.4,-0.1,1836090,0,1,0,0,0
moorewe01,Wendell Moore Jr.,SG,21,MIN,24,139,192,7.9,0.459,0.432,0.135,1.7,11.1,6.5,14.8,2,3.2,16.9,14.5,-0.1,0.2,0,0.01,-4.3,1,-3.4,0,2306520,0,1,0,0,0
roddyda01,David Roddy,PF,21,MEM,46,817,368,7.9,0.509,0.502,0.181,4,11.8,7.9,4.8,1.3,1.3,13.1,16.5,-0.5,1,0.5,0.032,-3.9,-0.3,-4.2,-0.5,2588640,0,0,0,0,1
toscaju01,Juan Toscano-Anderson,SF,29,TOT,31,390,248,7.9,0.567,0.31,0.211,4.2,15,9.8,8.4,1.3,1.5,18.8,10.3,0.1,0.4,0.4,0.054,-4.2,1.1,-3.2,-0.1,1836090,0,0,1,0,0
herju01,Juancho Herngómez,PF,27,TOR,41,609,328,7.7,0.508,0.584,0.142,4.7,19.1,11.4,5.1,1.3,1,11.1,9.4,0.1,0.5,0.6,0.05,-3.4,0.1,-3.3,-0.2,1836090,0,0,0,0,1
robindu01,Duncan Robinson,SF,28,MIA,29,524,232,7.7,0.524,0.807,0.122,1.7,11.3,6.3,9.8,0.9,0,9.1,17.6,0,0.5,0.5,0.044,-3.4,-1.5,-4.8,-0.4,16902000,0,0,1,0,0
coffeam01,Amir Coffey,SG,25,LAC,40,570,320,7.6,0.502,0.272,0.404,3.1,6.8,5,11.6,0.6,0.5,9.6,13.6,0.2,0.3,0.6,0.048,-4.3,-0.5,-4.8,-0.4,3395062,0,1,0,0,0
houstca01,Caleb Houstan,SF,20,ORL,34,549,272,7.5,0.564,0.697,0.107,5,10.8,7.9,4.4,0.6,0.5,8.6,11,0.4,0.3,0.7,0.06,-2.3,-0.9,-3.2,-0.2,2000000,0,0,1,0,0
bullore01,Reggie Bullock,SF,31,DAL,58,1764,464,7.4,0.56,0.843,0.104,1.8,11.8,6.7,6.2,1.3,0.7,7.1,9.8,0.9,1.2,2.1,0.056,-2.4,0,-2.5,-0.2,10012800,0,0,1,0,0
chrisma02,Max Christie,SG,19,LAL,35,498,280,7.4,0.573,0.602,0.155,1.5,13.9,7.9,4.8,0.8,1.2,10.6,10.4,0.1,0.4,0.5,0.051,-3.1,-0.2,-3.3,-0.2,1017781,0,1,0,0,0
liveris01,Isaiah Livers,PF,24,DET,37,782,296,7.3,0.56,0.768,0.167,2.6,10.1,6.3,4,1.2,2.3,10.9,11,0.2,0.3,0.5,0.028,-2.5,-0.3,-2.7,-0.2,1563518,0,0,0,0,1
mcbrimi01,Miles McBride,PG,22,NYK,47,592,376,7.2,0.457,0.638,0.196,1.8,5.5,3.6,12.5,2.2,0.3,10.6,14.3,-0.1,0.5,0.4,0.029,-4.3,1,-3.4,-0.2,1563518,0,0,0,1,0
brownst02,Sterling Brown,SG,27,LAL,4,24,32,7,0,0.5,0,13.8,21.6,17.8,9.4,5.9,0,0,7,0,0.1,0,0.033,-8.4,5.1,-3.4,0,3000000,0,1,0,0,0
nixda01,Daishen Nix,PG,20,HOU,41,636,328,7,0.476,0.648,0.214,2.1,10.1,6.1,21.9,2,0.9,26.8,14.1,-0.6,0.3,-0.3,-0.025,-4.1,-0.5,-4.6,-0.4,1563518,0,0,0,1,0
fontesi01,Simone Fontecchio,SF,27,UTA,31,299,248,6.8,0.491,0.694,0.148,5.5,7.3,6.4,7.2,0.6,1.7,13.5,18.7,-0.2,0.1,-0.1,-0.017,-3.2,-2.4,-5.7,-0.3,3205128,0,0,1,0,0
laravja01,Jake LaRavia,PF,21,MEM,30,381,240,6.7,0.534,0.721,0.105,4.4,11.8,8.1,6.8,1.5,0.9,16.7,11.6,0,0.5,0.5,0.058,-4.1,0.8,-3.3,-0.1,3047640,0,0,0,0,1
smithis01,Ish Smith,PG,34,DEN,30,311,240,6.7,0.43,0.061,0.02,1.5,13.8,7.9,30,0.9,1.7,26.1,18.7,-0.6,0.3,-0.3,-0.046,-5.4,-1.2,-6.6,-0.4,4725000,0,0,0,1,0
krejcvi01,Vit Krejci,PG,22,ATL,21,120,168,6.5,0.469,0.621,0.069,1.8,11,6.3,12.2,1.2,0.7,11.8,11.9,0,0.1,0.1,0.021,-4.4,0.5,-4,-0.1,1563518,0,0,0,1,0
matthwe02,Wesley Matthews,SG,36,MIL,39,608,312,6.5,0.497,0.805,0.169,5.3,9.4,7.4,4.1,1.3,1.4,10.6,9.8,0.1,0.8,0.9,0.068,-3.7,1,-2.7,-0.1,1836090,0,1,0,0,0
washity02,TyTy Washington Jr.,PG,21,HOU,23,292,184,6.5,0.41,0.45,0.099,0.7,10.9,5.8,16.4,1.5,0.3,7.2,17.7,-0.3,0.1,-0.2,-0.029,-5.8,-1.2,-7,-0.4,2210040,0,0,0,1,0
willizi02,Ziaire Williams,SF,21,MEM,28,486,224,6.5,0.502,0.509,0.107,2.4,12.5,7.5,6.5,1.2,0.9,14.8,16.5,-0.4,0.6,0.1,0.014,-5.3,-0.6,-5.8,-0.5,4591680,0,0,1,0,0
forbebr01,Bryn Forbes,SG,29,MIN,25,268,200,6.3,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0,0,-4.7,-1.5,-6.2,-0.3,1836090,0,1,0,0,0
jacksju01,Justin Jackson,SF,27,BOS,23,107,184,6.3,0.359,0.741,0.074,2.1,15.1,8.7,10.6,1.8,3.2,6.7,12.2,-0.1,0.2,0,0.022,-4.1,1.5,-2.6,0,1836090,0,0,1,0,0
martity01,Tyrese Martin,SG,23,ATL,13,45,104,6.3,0.444,0.313,0.125,4.8,9.7,7.2,0,1.1,0,5.6,16.8,0,0,0,-0.02,-5.2,-2.2,-7.4,-0.1,1017781,0,1,0,0,0
okpalkz01,KZ Okpala,PF,23,SAC,35,248,280,6.3,0.554,0.553,0.211,3.3,12.4,7.9,6.3,1.3,2.4,14.4,8.4,0.1,0.2,0.3,0.06,-4.4,1.1,-3.3,-0.1,1902133,0,0,0,0,1
johnske07,Keon Johnson,SG,20,POR,28,274,224,6.2,0.451,0.471,0.143,3,11.3,7.2,13.8,2.1,1.3,17.6,24.5,-0.7,0.2,-0.5,-0.089,-5.8,-1.4,-7.2,-0.4,2681040,0,1,0,0,0
primojo01,Joshua Primo,SG,20,SAS,4,93,32,6.2,0.467,0.462,0.346,2.3,13.7,7.7,24.4,0.5,1.8,26.9,18.2,-0.2,0,-0.1,-0.074,-4.6,-1.8,-6.4,-0.1,4144320,0,1,0,0,0
holidju01,Justin Holiday,SG,33,ATL,28,411,224,6.1,0.504,0.696,0,0.5,5.6,3,7.7,0.6,2.1,8.8,14.1,-0.1,0.2,0.1,0.008,-3.2,-0.6,-3.9,-0.2,6292440,0,1,0,0,0
queentr01,Trevelin Queen,SG,25,IND,7,70,56,6.1,0.337,0.517,0.172,12.6,14.2,13.4,11.4,1.4,6.3,18.3,22.8,-0.3,0.1,-0.2,-0.127,-5.6,-1.5,-7.1,-0.1,330000,0,1,0,0,0
reedda01,Davon Reed,SG,27,TOT,37,325,296,6,0.474,0.549,0.244,3.7,16.3,10.2,7.4,1.9,1.1,18.1,14.8,-0.4,0.4,0,0.002,-5.2,-0.3,-5.5,-0.3,1902133,0,1,0,0,0
thorjt01,JT Thor,PF,20,CHO,47,506,376,6,0.463,0.508,0.246,5.1,12.4,8.6,4.6,1,1.9,14.4,12.6,-0.4,0.3,-0.1,-0.011,-4.9,-1,-5.8,-0.5,1563518,0,0,0,0,1
vonleno01,Noah Vonleh,C,27,BOS,23,171,184,6,0.502,0.167,0.083,11.8,19,15.4,5.1,0.6,4,30.7,9.2,0,0.2,0.2,0.058,-6.9,0.5,-6.3,-0.2,1160955,1,0,0,0,0
browngr01,Greg Brown III,PF,21,POR,16,93,128,5.9,0.421,0.25,0.429,2.5,21,11.9,4.4,2.1,4.8,15.3,18.4,-0.2,0.1,-0.1,-0.061,-8.3,0.1,-8.2,-0.1,1563518,0,0,0,0,1
bouknja01,James Bouknight,SG,22,CHO,26,354,208,5.6,0.421,0.525,0.18,1.4,14.3,7.6,10.5,1.7,1,12.6,17.7,-0.6,0.3,-0.4,-0.051,-6.2,-0.4,-6.6,-0.4,4362240,0,1,0,0,0
iguodan01,Andre Iguodala,SF,39,GSW,3,42,24,5.6,0.875,0.5,0,2.7,15.6,9.2,14.5,1.1,2.1,55.6,9,0,0,0,0.009,-5.9,0.6,-5.3,0,1836090,0,0,1,0,0
